# Formato: id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
3863;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-08-17 10:00;6.5
3864;Finding Nemo;Animation;Andrew Stanton;2003;100;0;2023-08-16 10:30;8.5
3865;The Count of Monte Cristo;Action;Kevin Reynolds;2002;131;12;2023-08-15 10:30;8.0
3866;The Goonies;Adventure;Richard Donner;1985;114;0;2023-08-14 12:30;8.0
3867;Stand by Me;Adventure;Rob Reiner;1986;89;0;2023-08-14 10:00;6.5
3868;La règle du jeu;Comedy;Jean Renoir;1939;110;12;2023-08-13 17:30;7.5
3869;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-08-13 13:30;6.5
3870;Solaris;Drama;Andrei Tarkovsky;1972;167;6;2023-08-13 10:00;7.5
3871;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-08-12 18:30;9.5
3872;Memento;Mystery;Christopher Nolan;2000;113;12;2023-08-12 15:30;8.5
3873;Smultronstället;Drama;Ingmar Bergman;1957;91;0;2023-08-12 13:00;8.0
3874;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;2023-08-12 10:30;7.5
3875;Stand by Me;Adventure;Rob Reiner;1986;89;0;2023-08-11 13:00;8.5
3876;Mulan;Animation;Tony Bancroft;1998;88;0;2023-08-11 10:30;6.5
3877;Down by Law;Comedy;Jim Jarmusch;1986;107;16;2023-08-10 13:00;7.0
3878;Memento;Mystery;Christopher Nolan;2000;113;12;2023-08-10 10:00;7.0
3879;Finding Nemo;Animation;Andrew Stanton;2003;100;0;2023-08-09 13:00;7.5
3880;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-08-09 10:30;8.0
3881;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;2023-08-08 10:00;8.0
3882;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;2023-08-07 10:30;7.0
3883;Stand by Me;Adventure;Rob Reiner;1986;89;0;2023-08-06 16:30;8.5
3884;Léon;Action;Luc Besson;1994;110;12;2023-08-06 14:00;8.5
3885;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-08-06 10:00;8.5
3886;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-08-05 16:00;6.5
3887;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-08-05 13:00;6.5
3888;The Elephant Man;Biography;David Lynch;1980;124;12;2023-08-05 10:00;8.5
3889;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-08-04 16:00;6.5
3890;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-08-04 13:00;6.5
3891;12 Angry Men;Crime;Sidney Lumet;1957;96;0;2023-08-04 10:30;6.5
3892;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-08-03 12:30;8.0
3893;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;2023-08-03 10:00;8.5
3894;The Taking of Pelham One Two Three;Action;Joseph Sargent;1974;104;0;2023-08-02 10:30;7.0
3895;La règle du jeu;Comedy;Jean Renoir;1939;110;12;2023-08-01 10:30;7.0
3896;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-31 15:30;7.5
3897;12 Angry Men;Crime;Sidney Lumet;1957;96;0;2023-07-31 13:00;8.0
3898;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;2023-07-31 10:00;7.5
3899;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-30 16:00;6.5
3900;The Goonies;Adventure;Richard Donner;1985;114;0;2023-07-30 13:30;7.5
3901;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-07-30 10:30;6.5
3902;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-07-29 16:00;7.0
3903;The Man Who Would Be King;Adventure;John Huston;1975;129;6;2023-07-29 13:00;8.5
3904;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-07-29 10:30;6.5
3905;Stagecoach;Adventure;John Ford;1939;96;12;2023-07-28 10:00;7.5
3906;Finding Nemo;Animation;Andrew Stanton;2003;100;0;2023-07-27 13:00;6.5
3907;First Blood;Action;Ted Kotcheff;1982;93;12;2023-07-27 10:30;7.5
3908;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-07-26 15:00;8.0
3909;The Muppet Movie;Adventure;James Frawley;1979;95;0;2023-07-26 12:30;6.5
3910;First Blood;Action;Ted Kotcheff;1982;93;12;2023-07-26 10:00;7.5
3911;12 Angry Men;Crime;Sidney Lumet;1957;96;0;2023-07-25 13:00;8.0
3912;Stagecoach;Adventure;John Ford;1939;96;12;2023-07-25 10:30;8.5
3913;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-24 14:30;7.5
3914;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-07-24 10:30;7.0
3915;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;2023-07-23 17:00;8.5
3916;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-07-23 14:00;6.5
3917;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-07-23 10:00;7.5
3918;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-22 21:30;8.5
3919;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;2023-07-22 19:00;9.5
3920;Sholay;Action;Ramesh Sippy;1975;204;0;2023-07-22 14:30;7.0
3921;Sholay;Action;Ramesh Sippy;1975;204;0;2023-07-22 10:30;7.0
3922;Fargo;Crime;Joel Coen;1996;98;12;2023-07-21 10:00;7.5
3923;Ran;Action;Akira Kurosawa;1985;162;0;2023-07-20 13:00;8.5
3924;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-07-20 10:00;7.0
3925;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-19 16:30;8.5
3926;The Graduate;Comedy;Mike Nichols;1967;106;12;2023-07-19 14:00;7.0
3927;Fanny och Alexander;Drama;Ingmar Bergman;1982;188;12;2023-07-19 10:00;7.5
3928;Mulan;Animation;Tony Bancroft;1998;88;0;2023-07-18 13:00;7.0
3929;Ikiru;Drama;Akira Kurosawa;1952;143;12;2023-07-18 10:00;8.5
3930;Stand by Me;Adventure;Rob Reiner;1986;89;0;2023-07-17 16:00;8.0
3931;The Man Who Would Be King;Adventure;John Huston;1975;129;6;2023-07-17 13:00;7.0
3932;Finding Nemo;Animation;Andrew Stanton;2003;100;0;2023-07-17 10:30;8.5
3933;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2023-07-16 19:00;8.5
3934;The Taking of Pelham One Two Three;Action;Joseph Sargent;1974;104;0;2023-07-16 16:30;7.0
3935;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;2023-07-16 13:30;7.0
3936;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-07-16 10:30;7.5
3937;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;2023-07-15 19:00;9.5
3938;The Thing;Horror;John Carpenter;1982;109;12;2023-07-15 16:30;8.0
3939;La règle du jeu;Comedy;Jean Renoir;1939;110;12;2023-07-15 14:00;7.5
3940;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2023-07-15 10:00;8.5
3941;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-07-14 10:30;8.5
3942;Mulan;Animation;Tony Bancroft;1998;88;0;2023-07-13 13:30;7.0
3943;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-07-13 10:30;7.5
3944;Fanny och Alexander;Drama;Ingmar Bergman;1982;188;12;2023-07-12 16:00;7.5
3945;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-07-12 13:30;7.0
3946;The Man Who Would Be King;Adventure;John Huston;1975;129;6;2023-07-12 10:30;8.0
3947;First Blood;Action;Ted Kotcheff;1982;93;12;2023-07-11 10:30;8.5
3948;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-07-10 10:30;6.5
3949;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-07-09 18:30;8.5
3950;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;2023-07-09 15:30;8.5
3951;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-07-09 12:30;8.5
3952;The Taking of Pelham One Two Three;Action;Joseph Sargent;1974;104;0;2023-07-09 10:00;6.5
3953;Rain Man;Drama;Barry Levinson;1988;133;0;2023-07-08 19:30;9.5
3954;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-07-08 16:30;8.5
3955;The Last of the Mohicans;Action;Michael Mann;1992;112;12;2023-07-08 13:30;7.5
3956;Rain Man;Drama;Barry Levinson;1988;133;0;2023-07-08 10:30;8.0
3957;October Sky;Biography;Joe Johnston;1999;108;6;2023-07-07 12:30;8.5
3958;Stagecoach;Adventure;John Ford;1939;96;12;2023-07-07 10:00;6.5
3959;The Taking of Pelham One Two Three;Action;Joseph Sargent;1974;104;0;2023-07-06 10:30;6.5
3960;Ran;Action;Akira Kurosawa;1985;162;0;2023-07-05 10:30;7.5
3961;Manhattan;Comedy;Woody Allen;1979;96;16;2023-07-04 13:00;7.5
3962;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-07-04 10:30;8.0
3963;The Warriors;Action;Walter Hill;1979;92;12;2023-07-03 10:00;6.5
3964;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-07-02 15:30;7.0
3965;The Warriors;Action;Walter Hill;1979;92;12;2023-07-02 13:00;7.5
3966;Stagecoach;Adventure;John Ford;1939;96;12;2023-07-02 10:30;7.0
3967;Rebel Without a Cause;Drama;Nicholas Ray;1955;111;12;2023-07-01 17:30;7.5
3968;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-07-01 15:00;8.5
3969;The Man Who Would Be King;Adventure;John Huston;1975;129;6;2023-07-01 12:00;8.5
3970;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-07-01 10:00;8.5
3971;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2023-06-30 15:30;7.0
3972;Delicatessen;Comedy;Marc Caro;1991;99;16;2023-06-30 13:00;8.0
3973;Mulan;Animation;Tony Bancroft;1998;88;0;2023-06-30 10:30;6.5
3974;Rain Man;Drama;Barry Levinson;1988;133;0;2023-06-29 10:30;7.0
3975;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-06-28 16:00;6.5
3976;Ran;Action;Akira Kurosawa;1985;162;0;2023-06-28 12:30;7.5
3977;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-06-28 10:00;8.0
3978;The Thing;Horror;John Carpenter;1982;109;12;2023-06-27 10:00;8.0
3979;Ran;Action;Akira Kurosawa;1985;162;0;2023-06-26 17:00;8.5
3980;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2023-06-26 13:30;8.5
3981;Omohide poro poro;Animation;Isao Takahata;1991;118;0;2023-06-26 10:30;8.5
3982;Mary Poppins;Comedy;Robert Stevenson;1964;139;0;2023-06-25 17:30;6.5
3983;Beauty and the Beast;Animation;Gary Trousdale;1991;84;0;2023-06-25 15:30;7.5
3984;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;2023-06-25 13:00;6.5
3985;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-06-25 10:30;7.0
3986;Serpico;Biography;Sidney Lumet;1973;130;12;2023-06-24 15:30;8.0
3987;Night of the Living Dead;Horror;George A. Romero;1968;96;12;2023-06-24 13:00;6.5
3988;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-06-24 10:00;6.5
3989;Rain Man;Drama;Barry Levinson;1988;133;0;2023-06-23 16:30;7.5
3990;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-06-23 13:30;7.0
3991;Fantasia;Animation;James Algar;1940;125;0;2023-06-23 10:30;7.0
3992;Mary Poppins;Comedy;Robert Stevenson;1964;139;0;2023-06-22 16:00;8.5
3993;Serpico;Biography;Sidney Lumet;1973;130;12;2023-06-22 13:00;7.5
3994;Le salaire de la peur;Adventure;Henri-Georges Clouzot;1953;131;0;2023-06-22 10:00;8.0
3995;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-06-21 10:30;7.5
3996;Manhattan;Comedy;Woody Allen;1979;96;16;2023-06-20 10:00;8.5
3997;Fantasia;Animation;James Algar;1940;125;0;2023-06-19 14:30;8.0
3998;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-06-19 10:30;6.5
3999;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-06-18 15:00;7.0
4000;Sanjuro;Action;Akira Kurosawa;1962;96;0;2023-06-18 12:30;8.5
4001;The Terminator;Action;James Cameron;1984;107;12;2023-06-18 10:00;7.5
4002;Rebel Without a Cause;Drama;Nicholas Ray;1955;111;12;2023-06-17 18:30;10.0
4003;Le salaire de la peur;Adventure;Henri-Georges Clouzot;1953;131;0;2023-06-17 15:30;6.5
4004;Manhattan;Comedy;Woody Allen;1979;96;16;2023-06-17 13:00;8.0
4005;Lost Highway;Mystery;David Lynch;1997;134;12;2023-06-17 10:00;8.5
4006;As Good as It Gets;Comedy;James L. Brooks;1997;139;12;2023-06-16 10:30;7.5
4007;The Warriors;Action;Walter Hill;1979;92;12;2023-06-15 13:00;7.5
4008;Rebel Without a Cause;Drama;Nicholas Ray;1955;111;12;2023-06-15 10:30;7.0
4009;Le salaire de la peur;Adventure;Henri-Georges Clouzot;1953;131;0;2023-06-14 10:30;8.0
4010;Delicatessen;Comedy;Marc Caro;1991;99;16;2023-06-13 10:30;7.5
4011;Beauty and the Beast;Animation;Gary Trousdale;1991;84;0;2023-06-12 10:00;8.5
4012;Manhattan;Comedy;Woody Allen;1979;96;16;2023-06-11 15:30;7.5
4013;Manhattan;Comedy;Woody Allen;1979;96;16;2023-06-11 13:00;6.5
4014;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-06-11 10:00;7.0
4015;Night of the Living Dead;Horror;George A. Romero;1968;96;12;2023-06-10 18:00;9.0
4016;Beauty and the Beast;Animation;Gary Trousdale;1991;84;0;2023-06-10 15:30;8.5
4017;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-06-10 13:00;8.5
4018;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-06-10 10:00;6.5
4019;Night of the Living Dead;Horror;George A. Romero;1968;96;12;2023-06-09 16:00;6.5
4020;The Terminator;Action;James Cameron;1984;107;12;2023-06-09 13:00;8.0
4021;Delicatessen;Comedy;Marc Caro;1991;99;16;2023-06-09 10:30;8.5
4022;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-06-08 13:00;7.5
4023;Citizen Kane;Drama;Orson Welles;1941;119;12;2023-06-08 10:00;7.0
4024;October Sky;Biography;Joe Johnston;1999;108;6;2023-06-07 15:00;8.5
4025;The Warriors;Action;Walter Hill;1979;92;12;2023-06-07 12:30;8.0
4026;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-06-07 10:00;6.5
4027;Notorious;Drama;Alfred Hitchcock;1946;102;0;2023-06-06 12:30;7.0
4028;The Last of the Mohicans;Action;Michael Mann;1992;112;12;2023-06-06 10:00;7.5
4029;Notorious;Drama;Alfred Hitchcock;1946;102;0;2023-06-05 16:30;8.5
4030;The Last of the Mohicans;Action;Michael Mann;1992;112;12;2023-06-05 13:30;7.0
4031;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-06-05 10:30;8.5
4032;Beauty and the Beast;Animation;Gary Trousdale;1991;84;0;2023-06-04 18:30;9.5
4033;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-06-04 16:00;7.0
4034;Night of the Living Dead;Horror;George A. Romero;1968;96;12;2023-06-04 13:30;7.5
4035;Lost Highway;Mystery;David Lynch;1997;134;12;2023-06-04 10:30;8.5
4036;Happiness;Comedy;Todd Solondz;1998;134;12;2023-06-03 16:00;8.0
4037;Per qualche dollaro in più;Western;Sergio Leone;1965;132;0;2023-06-03 13:00;7.0
4038;Fargo;Crime;Joel Coen;1996;98;12;2023-06-03 10:30;7.0
4039;October Sky;Biography;Joe Johnston;1999;108;6;2023-06-02 13:00;7.0
4040;The Terminator;Action;James Cameron;1984;107;12;2023-06-02 10:30;7.0
4041;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2023-06-01 16:00;8.5
4042;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-06-01 13:00;6.5
4043;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-06-01 10:00;8.5
4044;Citizen Kane;Drama;Orson Welles;1941;119;12;2023-05-31 13:00;8.5
4045;The Sandlot;Comedy;David Mickey Evans;1993;101;0;2023-05-31 10:30;8.0
4046;The Game;Action;David Fincher;1997;129;12;2023-05-30 10:30;7.5
4047;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2023-05-29 13:00;8.0
4048;Fantasia;Animation;James Algar;1940;125;0;2023-05-29 10:00;8.0
4049;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-05-28 16:00;8.0
4050;Full Metal Jacket;Drama;Stanley Kubrick;1987;116;12;2023-05-28 13:30;7.0
4051;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-05-28 10:30;8.5
4052;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2023-05-27 15:00;8.0
4053;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-05-27 12:30;6.5
4054;Beauty and the Beast;Animation;Gary Trousdale;1991;84;0;2023-05-27 10:00;6.5
4055;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-05-26 10:30;8.5
4056;The Terminator;Action;James Cameron;1984;107;12;2023-05-25 12:30;8.0
4057;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-05-25 10:00;8.5
4058;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2023-05-24 13:00;7.0
4059;As Good as It Gets;Comedy;James L. Brooks;1997;139;12;2023-05-24 10:00;7.0
4060;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-05-23 10:30;8.5
4061;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-05-22 15:30;6.5
4062;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-05-22 12:30;7.5
4063;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2023-05-22 10:00;6.5
4064;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2023-05-21 17:00;7.0
4065;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2023-05-21 14:30;6.5
4066;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-05-21 10:30;7.5
4067;Notorious;Drama;Alfred Hitchcock;1946;102;0;2023-05-20 15:30;7.0
4068;True Romance;Crime;Tony Scott;1993;119;16;2023-05-20 12:30;8.0
4069;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2023-05-20 10:00;8.5
4070;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-05-19 16:00;7.5
4071;The Untouchables;Crime;Brian De Palma;1987;119;12;2023-05-19 13:00;7.5
4072;Seppuku;Action;Masaki Kobayashi;1962;133;12;2023-05-19 10:00;8.5
4073;The African Queen;Adventure;John Huston;1951;105;6;2023-05-18 13:00;8.5
4074;Notorious;Drama;Alfred Hitchcock;1946;102;0;2023-05-18 10:30;8.5
4075;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-05-17 10:00;8.0
4076;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2023-05-16 17:00;8.0
4077;Il buono, il brutto, il cattivo;Western;Sergio Leone;1966;161;12;2023-05-16 13:30;6.5
4078;Blue Velvet;Drama;David Lynch;1986;120;12;2023-05-16 10:30;6.5
4079;Seppuku;Action;Masaki Kobayashi;1962;133;12;2023-05-15 10:00;7.0
4080;Citizen Kane;Drama;Orson Welles;1941;119;12;2023-05-14 16:30;8.5
4081;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2023-05-14 13:30;6.5
4082;Rosemary's Baby;Drama;Roman Polanski;1968;137;12;2023-05-14 10:30;7.0
4083;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-05-13 18:00;10.0
4084;Per qualche dollaro in più;Western;Sergio Leone;1965;132;0;2023-05-13 15:00;6.5
4085;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2023-05-13 12:30;8.0
4086;Modern Times;Comedy;Charles Chaplin;1936;87;0;2023-05-13 10:30;7.5
4087;The Magdalene Sisters;Drama;Peter Mullan;2002;114;16;2023-05-12 16:00;7.5
4088;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2023-05-12 13:00;7.5
4089;The Quiet Man;Comedy;John Ford;1952;129;12;2023-05-12 10:00;7.5
4090;Giù la testa;Drama;Sergio Leone;1971;157;6;2023-05-11 13:30;8.5
4091;Il buono, il brutto, il cattivo;Western;Sergio Leone;1966;161;12;2023-05-11 10:00;8.0
4092;The Thin Man;Comedy;W.S. Van Dyke;1934;91;12;2023-05-10 15:30;7.0
4093;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-05-10 13:00;8.0
4094;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2023-05-10 10:00;8.5
4095;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2023-05-09 10:00;6.5
4096;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2023-05-08 16:00;8.0
4097;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2023-05-08 13:30;6.5
4098;Giù la testa;Drama;Sergio Leone;1971;157;6;2023-05-08 10:00;7.0
4099;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;2023-05-07 18:30;10.0
4100;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2023-05-07 16:00;7.5
4101;The African Queen;Adventure;John Huston;1951;105;6;2023-05-07 13:30;7.0
4102;The Game;Action;David Fincher;1997;129;12;2023-05-07 10:30;6.5
4103;Modern Times;Comedy;Charles Chaplin;1936;87;0;2023-05-06 20:30;8.5
4104;The Game;Action;David Fincher;1997;129;12;2023-05-06 17:30;7.5
4105;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-05-06 13:30;6.5
4106;Zulu;Drama;Cy Endfield;1964;138;0;2023-05-06 10:30;6.5
4107;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-05-05 13:00;6.5
4108;The Quiet Man;Comedy;John Ford;1952;129;12;2023-05-05 10:00;6.5
4109;Per qualche dollaro in più;Western;Sergio Leone;1965;132;0;2023-05-04 15:00;8.0
4110;Modern Times;Comedy;Charles Chaplin;1936;87;0;2023-05-04 13:00;8.0
4111;The Game;Action;David Fincher;1997;129;12;2023-05-04 10:00;8.5
4112;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-05-03 10:00;8.5
4113;Rosemary's Baby;Drama;Roman Polanski;1968;137;12;2023-05-02 13:30;7.5
4114;Boksuneun naui geot;Crime;Chan-wook Park;2002;129;16;2023-05-02 10:30;8.5
4115;Boksuneun naui geot;Crime;Chan-wook Park;2002;129;16;2023-05-01 13:30;7.5
4116;The Killing Fields;Biography;Roland Joffé;1984;141;12;2023-05-01 10:00;8.0
4117;The Game;Action;David Fincher;1997;129;12;2023-04-30 19:00;9.0
4118;The African Queen;Adventure;John Huston;1951;105;6;2023-04-30 16:30;7.5
4119;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-30 12:30;8.0
4120;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-04-30 10:00;7.0
4121;Il buono, il brutto, il cattivo;Western;Sergio Leone;1966;161;12;2023-04-29 16:00;8.5
4122;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-04-29 13:30;7.5
4123;True Romance;Crime;Tony Scott;1993;119;16;2023-04-29 10:30;7.0
4124;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-28 13:30;8.5
4125;Boksuneun naui geot;Crime;Chan-wook Park;2002;129;16;2023-04-28 10:30;8.0
4126;Lola rennt;Crime;Tom Tykwer;1998;81;12;2023-04-27 17:00;7.0
4127;Il buono, il brutto, il cattivo;Western;Sergio Leone;1966;161;12;2023-04-27 13:30;7.0
4128;Il buono, il brutto, il cattivo;Western;Sergio Leone;1966;161;12;2023-04-27 10:00;6.5
4129;Giù la testa;Drama;Sergio Leone;1971;157;6;2023-04-26 13:30;7.0
4130;Casino;Crime;Martin Scorsese;1995;178;12;2023-04-26 10:00;7.5
4131;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2023-04-25 10:00;8.0
4132;True Romance;Crime;Tony Scott;1993;119;16;2023-04-24 16:30;8.5
4133;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-04-24 13:30;8.0
4134;The Game;Action;David Fincher;1997;129;12;2023-04-24 10:30;6.5
4135;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-04-23 17:00;8.5
4136;The Hustler;Drama;Robert Rossen;1961;134;12;2023-04-23 14:00;6.5
4137;The Last Samurai;Action;Edward Zwick;2003;154;12;2023-04-23 10:30;7.5
4138;Shine;Biography;Scott Hicks;1996;105;0;2023-04-22 20:00;9.0
4139;Rosemary's Baby;Drama;Roman Polanski;1968;137;12;2023-04-22 17:00;8.0
4140;The Game;Action;David Fincher;1997;129;12;2023-04-22 14:00;7.0
4141;Amores perros;Drama;Alejandro G. Iñárritu;2000;154;12;2023-04-22 10:30;8.5
4142;The African Queen;Adventure;John Huston;1951;105;6;2023-04-21 14:30;7.0
4143;Casino;Crime;Martin Scorsese;1995;178;12;2023-04-21 10:30;8.0
4144;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-20 13:00;7.5
4145;True Romance;Crime;Tony Scott;1993;119;16;2023-04-20 10:00;6.5
4146;The Quiet Man;Comedy;John Ford;1952;129;12;2023-04-19 10:30;8.5
4147;The Circus;Comedy;Charles Chaplin;1928;72;12;2023-04-18 10:00;8.0
4148;True Romance;Crime;Tony Scott;1993;119;16;2023-04-17 17:00;8.0
4149;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-17 13:00;7.0
4150;The Quiet Man;Comedy;John Ford;1952;129;12;2023-04-17 10:00;8.0
4151;The Quiet Man;Comedy;John Ford;1952;129;12;2023-04-16 18:00;9.0
4152;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-04-16 15:00;8.0
4153;The Circus;Comedy;Charles Chaplin;1928;72;12;2023-04-16 13:00;8.5
4154;Rosemary's Baby;Drama;Roman Polanski;1968;137;12;2023-04-16 10:00;6.5
4155;The Quiet Man;Comedy;John Ford;1952;129;12;2023-04-15 20:00;8.5
4156;Amores perros;Drama;Alejandro G. Iñárritu;2000;154;12;2023-04-15 16:30;7.0
4157;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;2023-04-15 14:00;7.5
4158;Casino;Crime;Martin Scorsese;1995;178;12;2023-04-15 10:00;7.0
4159;Shine;Biography;Scott Hicks;1996;105;0;2023-04-14 16:00;7.0
4160;The Elephant Man;Biography;David Lynch;1980;124;12;2023-04-14 13:00;8.5
4161;The Thin Man;Comedy;W.S. Van Dyke;1934;91;12;2023-04-14 10:30;6.5
4162;The African Queen;Adventure;John Huston;1951;105;6;2023-04-13 10:00;8.0
4163;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-04-12 14:00;8.5
